sg_uf;nm_municipio;ds_cargo;nr_turno;cd_cargo;pc_secoes_agregadas;pc_secoes_principais;pc_secoes_nao_instalada;pc_secoes_instalada;pc_comparecimento;pc_abstencoes;pc_votos_concorrentes;pc_votos_validos;pc_votos_nominais;pc_votos_legenda;pc_votos_anulados;pc_votos_anulado_subjud;pc_total_votos_nulos;pc_votos_nulos;pc_votos_nulo_tecnico;pc_votos_brancos;pc_vt_anulados_apu_sep;qt_aptos;qt_secoes_principais;qt_secoes_agregadas;qt_total_secoes;qt_comparecimento;qt_abstencoes;qt_votos_nom_validos;qt_votos_brancos;qt_votos_nulos;qt_total_vt_leg_validos;qt_vt_anulados_apu_sep;qt_total_votos_anulados;qt_votos_nulo_tecnico;qt_total_vt_anul_subjud;qt_votos_validos;qt_votos_concorrentes;qt_secao_nao_instalada;qt_elei_secao_nao_instal
AM;NHAMUNDÁ;Presidente;2;1;0,0435;0,9565;0;1;0,7507;0,2493;0,9679;1;1;0;0;0;0,0268;1;0;0,0053;0;14308;44;2;46;10741;3567;10396;57;288;0;0;0;0;0;10396;10396;0;0
AM;NOVA OLINDA DO NORTE;Presidente;2;1;0;1;0;1;0,7053;0,2947;0,9513;1;1;0;0;0;0,0418;1;0;0,0068;0;19056;59;0;59;13441;5615;12787;92;562;0;0;0;0;0;12787;12787;0;0
AM;NOVO AIRÃO;Presidente;2;1;0,0556;0,9444;0;1;0,7174;0,2826;0,9581;1;1;0;0;0;0,0363;1;0;0,0056;0;11483;34;2;36;8238;3245;7893;46;299;0;0;0;0;0;7893;7893;0;0
AM;NOVO ARIPUANÃ;Presidente;2;1;0,1136;0,8864;0;1;0,6775;0,3225;0,9571;1;1;0;0;0;0,0375;1;0;0,0054;0;13651;39;5;44;9249;4402;8852;50;347;0;0;0;0;0;8852;8852;0;0
AM;PARINTINS;Presidente;2;1;0,0449;0,9551;0;1;0,7187;0,2813;0,9654;1;1;0;0;0;0,0273;1;0;0,0073;0;72784;234;11;245;52308;20476;50498;382;1428;0;0;0;0;0;50498;50498;0;0
AM;PAUINI;Presidente;2;1;0,0625;0,9375;0;1;0,6489;0,3511;0,9548;1;1;0;0;0;0,0406;1;0;0,0046;0;11419;30;2;32;7410;4009;7075;34;301;0;0;0;0;0;7075;7075;0;0
AM;PRESIDENTE FIGUEIREDO;Presidente;2;1;0,202;0,798;0;1;0,7022;0,2978;0,9579;1;1;0;0;0;0,0336;1;0;0,0085;0;25234;79;20;99;17719;7515;16973;150;596;0;0;0;0;0;16973;16973;0;0
AM;RIO PRETO DA EVA;Presidente;2;1;0,16;0,84;0;1;0,7438;0,2562;0,9512;1;1;0;0;0;0,0395;1;0;0,0093;0;18139;63;12;75;13492;4647;12833;126;533;0;0;0;0;0;12833;12833;0;0
AM;SANTA ISABEL DO RIO NEGRO;Presidente;2;1;0;1;0;1;0,5928;0,4072;0,9474;1;1;0;0;0;0,0471;1;0;0,0055;0;8917;27;0;27;5286;3631;5008;29;249;0;0;0;0;0;5008;5008;0;0
AM;SANTO ANTÔNIO DO IÇÁ;Presidente;2;1;0,0208;0,9792;0;1;0,7762;0,2238;0,9495;1;1;0;0;0;0,0465;1;0;0,004;0;16281;47;1;48;12637;3644;11999;50;588;0;0;0;0;0;11999;11999;0;0
AM;SILVES;Presidente;2;1;0,1852;0,8148;0;1;0,7285;0,2715;0,9639;1;1;0;0;0;0,0308;1;0;0,0053;0;8334;22;5;27;6071;2263;5852;32;187;0;0;0;0;0;5852;5852;0;0
AM;SÃO GABRIEL DA CACHOEIRA;Presidente;2;1;0,0673;0,9327;0;1;0,6846;0,3154;0,9677;1;1;0;0;0;0,0285;1;0;0,0038;0;31989;97;7;104;21900;10089;21193;83;624;0;0;0;0;0;21193;21193;0;0
AM;SÃO PAULO DE OLIVENÇA;Presidente;2;1;0,0364;0,9636;0;1;0,8002;0,1998;0,9542;1;1;0;0;0;0,0415;1;0;0,0043;0;18536;53;2;55;14832;3704;14153;64;615;0;0;0;0;0;14153;14153;0;0
AM;SÃO SEBASTIÃO DO UATUMÃ;Presidente;2;1;0;1;0;1;0,6929;0,3071;0,947;1;1;0;0;0;0,0416;1;0;0,0114;0;7353;19;0;19;5095;2258;4825;58;212;0;0;0;0;0;4825;4825;0;0
AM;TABATINGA;Presidente;2;1;0,0392;0,9608;0;1;0,7464;0,2536;0,9411;1;1;0;0;0;0,0511;1;0;0,0078;0;36945;98;4;102;27574;9371;25950;214;1410;0;0;0;0;0;25950;25950;0;0
AM;TAPAUÁ;Presidente;2;1;0,0244;0,9756;0;1;0,649;0,351;0,9468;1;1;0;0;0;0,0476;1;0;0,0056;0;14019;40;1;41;9099;4920;8615;51;433;0;0;0;0;0;8615;8615;0;0
AM;TEFÉ;Presidente;2;1;0,029;0,971;0;1;0,7907;0,2093;0,9563;1;1;0;0;0;0,0377;1;0;0,0059;0;41762;134;4;138;33023;8739;31581;196;1246;0;0;0;0;0;31581;31581;0;0
AM;TONANTINS;Presidente;2;1;0,0909;0,9091;0;1;0,7544;0,2456;0,9554;1;1;0;0;0;0,0412;1;0;0,0034;0;10552;30;3;33;7960;2592;7605;27;328;0;0;0;0;0;7605;7605;0;0
AM;UARINI;Presidente;2;1;0,0345;0,9655;0;1;0,7077;0,2923;0,9562;1;1;0;0;0;0,0384;1;0;0,0054;0;8901;28;1;29;6299;2602;6023;34;242;0;0;0;0;0;6023;6023;0;0
AM;URUCARÁ;Presidente;2;1;0,0541;0,9459;0;1;0,6996;0,3004;0,9592;1;1;0;0;0;0,0349;1;0;0,0059;0;12257;35;2;37;8575;3682;8225;51;299;0;0;0;0;0;8225;8225;0;0
AM;URUCURITUBA;Presidente;2;1;0,0476;0,9524;0;1;0,7005;0,2995;0,9646;1;1;0;0;0;0,031;1;0;0,0044;0;13184;40;2;42;9236;3948;8909;41;286;0;0;0;0;0;8909;8909;0;0
AP;AMAPÁ;Presidente;2;1;0,04;0,96;0;1;0,6624;0,3376;0,9802;1;1;0;0;0;0,0137;1;0;0,0062;0;6851;24;1;25;4538;2313;4448;28;62;0;0;0;0;0;4448;4448;0;0
AP;CALÇOENE;Presidente;2;1;0;1;0;1;0,6377;0,3623;0,9839;1;1;0;0;0;0,0097;1;0;0,0065;0;8266;28;0;28;5271;2995;5186;34;51;0;0;0;0;0;5186;5186;0;0
AP;CUTIAS;Presidente;2;1;0;1;0;1;0,6245;0,3755;0,9838;1;1;0;0;0;0,0086;1;0;0,0076;0;5033;18;0;18;3143;1890;3092;24;27;0;0;0;0;0;3092;3092;0;0
AP;FERREIRA GOMES;Presidente;2;1;0;1;0;1;0,6743;0,3257;0,9776;1;1;0;0;0;0,0161;1;0;0,0063;0;6091;25;0;25;4107;1984;4015;26;66;0;0;0;0;0;4015;4015;0;0
AP;ITAUBAL;Presidente;2;1;0,0769;0,9231;0;1;0,6108;0,3892;0,9855;1;1;0;0;0;0,0076;1;0;0,0069;0;7331;24;2;26;4478;2853;4413;31;34;0;0;0;0;0;4413;4413;0;0
AP;LARANJAL DO JARI;Presidente;2;1;0,1429;0,8571;0;1;0,6561;0,3439;0,9771;1;1;0;0;0;0,0144;1;0;0,0085;0;28886;96;16;112;18952;9934;18518;162;272;0;0;0;0;0;18518;18518;0;0
AP;MACAPÁ;Presidente;2;1;0,0451;0,9549;0;1;0,7536;0,2464;0,9712;1;1;0;0;0;0,0173;1;0;0,0115;0;311630;952;45;997;234837;76793;228071;2705;4061;0;0;0;0;0;228071;228071;0;0
AP;MAZAGÃO;Presidente;2;1;0,0811;0,9189;0;1;0,7141;0,2859;0,9812;1;1;0;0;0;0,0126;1;0;0,0061;0;19171;68;6;74;13690;5481;13433;84;173;0;0;0;0;0;13433;13433;0;0
AP;OIAPOQUE;Presidente;2;1;0,1071;0,8929;0;1;0,6053;0,3947;0,9811;1;1;0;0;0;0,0107;1;0;0,0083;0;21209;75;9;84;12837;8372;12594;106;137;0;0;0;0;0;12594;12594;0;0
AP;PEDRA BRANCA DO AMAPARI;Presidente;2;1;0,037;0,963;0;1;0,6502;0,3498;0,9804;1;1;0;0;0;0,0117;1;0;0,0079;0;10112;26;1;27;6575;3537;6446;52;77;0;0;0;0;0;6446;6446;0;0
AP;PORTO GRANDE;Presidente;2;1;0,087;0,913;0;1;0,6664;0,3336;0,9774;1;1;0;0;0;0,0163;1;0;0,0062;0;14174;42;4;46;9445;4729;9232;59;154;0;0;0;0;0;9232;9232;0;0
AP;PRACUÚBA;Presidente;2;1;0;1;0;1;0,6363;0,3637;0,9869;1;1;0;0;0;0,011;1;0;0,0021;0;3723;15;0;15;2369;1354;2338;5;26;0;0;0;0;0;2338;2338;0;0
AP;SANTANA;Presidente;2;1;0,0267;0,9733;0;1;0,7755;0,2245;0,977;1;1;0;0;0;0,0134;1;0;0,0096;0;83266;255;7;262;64576;18690;63090;621;865;0;0;0;0;0;63090;63090;0;0
AP;SERRA DO NAVIO;Presidente;2;1;0;1;0;1;0,6757;0,3243;0,9839;1;1;0;0;0;0,013;1;0;0,0031;0;3864;11;0;11;2611;1253;2569;8;34;0;0;0;0;0;2569;2569;0;0
AP;TARTARUGALZINHO;Presidente;2;1;0,0444;0,9556;0;1;0,6404;0,3596;0,9834;1;1;0;0;0;0,0116;1;0;0,005;0;10353;43;2;45;6630;3723;6520;33;77;0;0;0;0;0;6520;6520;0;0
AP;VITÓRIA DO JARI;Presidente;2;1;0,0952;0,9048;0;1;0,6513;0,3487;0,9813;1;1;0;0;0;0,0127;1;0;0,006;0;10171;38;4;42;6624;3547;6500;40;84;0;0;0;0;0;6500;6500;0;0
BA;ABARÉ;Presidente;2;1;0;1;0;1;0,8211;0,1789;0,9617;1;1;0;0;0;0,03;1;0;0,0083;0;14591;44;0;44;11981;2610;11522;100;359;0;0;0;0;0;11522;11522;0;0
BA;ABAÍRA;Presidente;2;1;0,0667;0,9333;0;1;0,7654;0,2346;0,9316;1;1;0;0;0;0,0564;1;0;0,012;0;7178;28;2;30;5494;1684;5118;66;310;0;0;0;0;0;5118;5118;0;0
BA;ACAJUTIBA;Presidente;2;1;0,0714;0,9286;0;1;0,7445;0,2555;0,944;1;1;0;0;0;0,0451;1;0;0,0109;0;12237;39;3;42;9110;3127;8600;99;411;0;0;0;0;0;8600;8600;0;0
BA;ADUSTINA;Presidente;2;1;0,0227;0,9773;0;1;0,8293;0,1707;0,9418;1;1;0;0;0;0,0431;1;0;0,0151;0;11851;43;1;44;9828;2023;9256;148;424;0;0;0;0;0;9256;9256;0;0
BA;AIQUARA;Presidente;2;1;0,3;0,7;0;1;0,7505;0,2495;0,9468;1;1;0;0;0;0,042;1;0;0,0111;0;4184;14;6;20;3140;1044;2973;35;132;0;0;0;0;0;2973;2973;0;0
BA;ALAGOINHAS;Presidente;2;1;0,0622;0,9378;0;1;0,8149;0,1851;0,9336;1;1;0;0;0;0,0493;1;0;0,0172;0;112023;347;23;370;91288;20735;85224;1568;4496;0;0;0;0;0;85224;85224;0;0
BA;ALCOBAÇA;Presidente;2;1;0,0351;0,9649;0;1;0,7088;0,2912;0,9509;1;1;0;0;0;0,0387;1;0;0,0104;0;18831;55;2;57;13348;5483;12692;139;517;0;0;0;0;0;12692;12692;0;0
BA;ALMADINA;Presidente;2;1;0,4828;0,5172;0;1;0,7056;0,2944;0,9527;1;1;0;0;0;0,0398;1;0;0,0074;0;5157;15;14;29;3639;1518;3467;27;145;0;0;0;0;0;3467;3467;0;0
BA;AMARGOSA;Presidente;2;1;0,0357;0,9643;0;1;0,788;0,212;0,9412;1;1;0;0;0;0,0448;1;0;0,0139;0;28897;81;3;84;22771;6126;21433;317;1021;0;0;0;0;0;21433;21433;0;0
BA;AMÉLIA RODRIGUES;Presidente;2;1;0;1;0;1;0,7973;0,2027;0,9377;1;1;0;0;0;0,0449;1;0;0,0174;0;19792;61;0;61;15780;4012;14797;275;708;0;0;0;0;0;14797;14797;0;0
BA;AMÉRICA DOURADA;Presidente;2;1;0,0233;0,9767;0;1;0,7546;0,2454;0,9682;1;1;0;0;0;0,0237;1;0;0,0081;0;13482;42;1;43;10173;3309;9850;82;241;0;0;0;0;0;9850;9850;0;0
BA;ANAGÉ;Presidente;2;1;0,2022;0,7978;0;1;0,7521;0,2479;0,9492;1;1;0;0;0;0,0398;1;0;0,011;0;19724;71;18;89;14834;4890;14081;163;590;0;0;0;0;0;14081;14081;0;0
BA;ANDARAÍ;Presidente;2;1;0,0256;0,9744;0;1;0,7315;0,2685;0,9427;1;1;0;0;0;0,048;1;0;0,0093;0;10765;38;1;39;7875;2890;7424;73;378;0;0;0;0;0;7424;7424;0;0
BA;ANDORINHA;Presidente;2;1;0,1064;0,8936;0;1;0,8237;0,1763;0,9649;1;1;0;0;0;0,026;1;0;0,0091;0;12446;42;5;47;10252;2194;9892;93;267;0;0;0;0;0;9892;9892;0;0
BA;ANGICAL;Presidente;2;1;0,1636;0,8364;0;1;0,7887;0,2113;0,9666;1;1;0;0;0;0,025;1;0;0,0084;0;12886;46;9;55;10163;2723;9824;85;254;0;0;0;0;0;9824;9824;0;0
BA;ANGUERA;Presidente;2;1;0,1707;0,8293;0;1;0,7958;0,2042;0,9531;1;1;0;0;0;0,0374;1;0;0,0095;0;9348;34;7;41;7439;1909;7090;71;278;0;0;0;0;0;7090;7090;0;0
BA;ANTAS;Presidente;2;1;0,0811;0,9189;0;1;0,7824;0,2176;0,9515;1;1;0;0;0;0,0396;1;0;0,009;0;10979;34;3;37;8590;2389;8173;77;340;0;0;0;0;0;8173;8173;0;0
BA;ANTÔNIO CARDOSO;Presidente;2;1;0,0513;0,9487;0;1;0,8485;0,1515;0,9589;1;1;0;0;0;0,0317;1;0;0,0094;0;11271;37;2;39;9564;1707;9171;90;303;0;0;0;0;0;9171;9171;0;0
BA;ANTÔNIO GONÇALVES;Presidente;2;1;0,2143;0,7857;0;1;0,771;0,229;0,9542;1;1;0;0;0;0,0333;1;0;0,0125;0;8815;33;9;42;6796;2019;6485;85;226;0;0;0;0;0;6485;6485;0;0
BA;APORÁ;Presidente;2;1;0,0455;0,9545;0;1;0,7434;0,2566;0,9373;1;1;0;0;0;0,0487;1;0;0,014;0;14294;42;2;44;10626;3668;9960;149;517;0;0;0;0;0;9960;9960;0;0
BA;APUAREMA;Presidente;2;1;0,0526;0,9474;0;1;0,7929;0,2071;0,9442;1;1;0;0;0;0,0421;1;0;0,0137;0;5968;18;1;19;4732;1236;4468;65;199;0;0;0;0;0;4468;4468;0;0
BA;ARACATU;Presidente;2;1;0,0682;0,9318;0;1;0,8571;0,1429;0,9572;1;1;0;0;0;0,0284;1;0;0,0143;0;11977;41;3;44;10265;1712;9826;147;292;0;0;0;0;0;9826;9826;0;0
BA;ARACI;Presidente;2;1;0,0296;0,9704;0;1;0,7139;0,2861;0,9491;1;1;0;0;0;0,0403;1;0;0,0106;0;42189;131;4;135;30118;12071;28585;320;1213;0;0;0;0;0;28585;28585;0;0
BA;ARAMARI;Presidente;2;1;0,0294;0,9706;0;1;0,793;0,207;0,9408;1;1;0;0;0;0,0456;1;0;0,0136;0;9289;33;1;34;7366;1923;6930;100;336;0;0;0;0;0;6930;6930;0;0
BA;ARATACA;Presidente;2;1;0,3902;0,6098;0;1;0,7103;0,2897;0,9454;1;1;0;0;0;0,043;1;0;0,0116;0;6290;25;16;41;4468;1822;4224;52;192;0;0;0;0;0;4224;4224;0;0
BA;ARATUÍPE;Presidente;2;1;0,0345;0,9655;0;1;0,7773;0,2227;0,9458;1;1;0;0;0;0,0363;1;0;0,018;0;8585;28;1;29;6673;1912;6311;120;242;0;0;0;0;0;6311;6311;0;0
BA;ARAÇÁS;Presidente;2;1;0;1;0;1;0,8032;0,1968;0,9486;1;1;0;0;0;0,039;1;0;0,0124;0;10144;28;0;28;8148;1996;7729;101;318;0;0;0;0;0;7729;7729;0;0
BA;AURELINO LEAL;Presidente;2;1;0,0526;0,9474;0;1;0,7343;0,2657;0,9472;1;1;0;0;0;0,041;1;0;0,0118;0;9833;36;2;38;7220;2613;6839;85;296;0;0;0;0;0;6839;6839;0;0
BA;BAIANÓPOLIS;Presidente;2;1;0,0435;0,9565;0;1;0,7789;0,2211;0,9586;1;1;0;0;0;0,0318;1;0;0,0096;0;12305;44;2;46;9584;2721;9187;92;305;0;0;0;0;0;9187;9187;0;0
BA;BAIXA GRANDE;Presidente;2;1;0;1;0;1;0,7248;0,2752;0,9224;1;1;0;0;0;0,0633;1;0;0,0143;0;16134;57;0;57;11694;4440;10787;167;740;0;0;0;0;0;10787;10787;0;0
BA;BANZAÊ;Presidente;2;1;0,0513;0,9487;0;1;0,8088;0,1912;0,9577;1;1;0;0;0;0,0319;1;0;0,0104;0;10241;37;2;39;8283;1958;7933;86;264;0;0;0;0;0;7933;7933;0;0
BA;BARRA;Presidente;2;1;0,0748;0,9252;0;1;0,7242;0,2758;0,9484;1;1;0;0;0;0,0428;1;0;0,0088;0;38605;136;11;147;27959;10646;26516;247;1196;0;0;0;0;0;26516;26516;0;0
BA;BARRA DA ESTIVA;Presidente;2;1;0,0563;0,9437;0;1;0,8411;0,1589;0,9487;1;1;0;0;0;0,0377;1;0;0,0136;0;20044;67;4;71;16860;3184;15995;230;635;0;0;0;0;0;15995;15995;0;0
BA;BARRA DO CHOÇA;Presidente;2;1;0,0313;0,9688;0;1;0,765;0,235;0,9401;1;1;0;0;0;0,047;1;0;0,0129;0;29566;93;3;96;22618;6948;21264;291;1063;0;0;0;0;0;21264;21264;0;0
BA;BARRA DO MENDES;Presidente;2;1;0,0645;0,9355;0;1;0,7731;0,2269;0,9627;1;1;0;0;0;0,0295;1;0;0,0078;0;12802;58;4;62;9897;2905;9528;77;292;0;0;0;0;0;9528;9528;0;0
BA;BARRA DO ROCHA;Presidente;2;1;0,4231;0,5769;0;1;0,7295;0,2705;0,9604;1;1;0;0;0;0,0337;1;0;0,0059;0;4192;15;11;26;3058;1134;2937;18;103;0;0;0;0;0;2937;2937;0;0
BA;BARREIRAS;Presidente;2;1;0,0374;0,9626;0;1;0,8399;0,1601;0,9629;1;1;0;0;0;0,0268;1;0;0,0104;0;104097;309;12;321;87427;16670;84180;905;2342;0;0;0;0;0;84180;84180;0;0
BA;BARRO ALTO;Presidente;2;1;0,0513;0,9487;0;1;0,8074;0,1926;0,9567;1;1;0;0;0;0,032;1;0;0,0113;0;10947;37;2;39;8839;2108;8456;100;283;0;0;0;0;0;8456;8456;0;0
BA;BARRO PRETO;Presidente;2;1;0,087;0,913;0;1;0,7329;0,2671;0,9353;1;1;0;0;0;0,0511;1;0;0,0137;0;6091;21;2;23;4464;1627;4175;61;228;0;0;0;0;0;4175;4175;0;0
BA;BARROCAS;Presidente;2;1;0,02;0,98;0;1;0,827;0,173;0,9463;1;1;0;0;0;0,0446;1;0;0,0092;0;13726;49;1;50;11351;2375;10741;104;506;0;0;0;0;0;10741;10741;0;0
BA;BELMONTE;Presidente;2;1;0,0172;0,9828;0;1;0,7158;0,2842;0,9475;1;1;0;0;0;0,0421;1;0;0,0104;0;16114;57;1;58;11534;4580;10928;120;486;0;0;0;0;0;10928;10928;0;0
BA;BELO CAMPO;Presidente;2;1;0,0758;0,9242;0;1;0,7491;0,2509;0,9513;1;1;0;0;0;0,0373;1;0;0,0114;0;16443;61;5;66;12317;4126;11717;141;459;0;0;0;0;0;11717;11717;0;0
BA;BIRITINGA;Presidente;2;1;0,1304;0,8696;0;1;0,7955;0,2045;0,9358;1;1;0;0;0;0,0519;1;0;0,0123;0;12526;40;6;46;9964;2562;9324;123;517;0;0;0;0;0;9324;9324;0;0
BA;BOA NOVA;Presidente;2;1;0,1311;0,8689;0;1;0,6529;0,3471;0,9409;1;1;0;0;0;0,0477;1;0;0,0114;0;13977;53;8;61;9126;4851;8587;104;435;0;0;0;0;0;8587;8587;0;0
BA;BOA VISTA DO TUPIM;Presidente;2;1;0,0727;0,9273;0;1;0,7591;0,2409;0,9328;1;1;0;0;0;0,0564;1;0;0,0109;0;14539;51;4;55;11037;3502;10295;120;622;0;0;0;0;0;10295;10295;0;0
BA;BOM JESUS DA LAPA;Presidente;2;1;0,0559;0,9441;0;1;0,7673;0,2327;0,9576;1;1;0;0;0;0,0311;1;0;0,0113;0;50034;152;9;161;38389;11645;36761;435;1193;0;0;0;0;0;36761;36761;0;0
BA;BOM JESUS DA SERRA;Presidente;2;1;0,0938;0,9063;0;1;0,7064;0,2936;0,9483;1;1;0;0;0;0,0409;1;0;0,0107;0;9647;29;3;32;6815;2832;6463;73;279;0;0;0;0;0;6463;6463;0;0
BA;BONINAL;Presidente;2;1;0,0455;0,9545;0;1;0,7459;0,2541;0,937;1;1;0;0;0;0,0467;1;0;0,0163;0;11164;42;2;44;8327;2837;7802;136;389;0;0;0;0;0;7802;7802;0;0
BA;BONITO;Presidente;2;1;0;1;0;1;0,7577;0,2423;0,9478;1;1;0;0;0;0,0368;1;0;0,0154;0;12937;39;0;39;9802;3135;9290;151;361;0;0;0;0;0;9290;9290;0;0
BA;BOQUIRA;Presidente;2;1;0,1429;0,8571;0;1;0,7447;0,2553;0,9593;1;1;0;0;0;0,0316;1;0;0,0091;0;17044;66;11;77;12692;4352;12176;115;401;0;0;0;0;0;12176;12176;0;0
BA;BOTUPORÃ;Presidente;2;1;0,0833;0,9167;0;1;0,7322;0,2678;0,9535;1;1;0;0;0;0,0361;1;0;0,0105;0;9921;33;3;36;7264;2657;6926;76;262;0;0;0;0;0;6926;6926;0;0
BA;BREJOLÂNDIA;Presidente;2;1;0,0625;0,9375;0;1;0,7387;0,2613;0,9447;1;1;0;0;0;0,0355;1;0;0,0198;0;8416;30;2;32;6217;2199;5873;123;221;0;0;0;0;0;5873;5873;0;0
BA;BREJÕES;Presidente;2;1;0;1;0;1;0,721;0,279;0,937;1;1;0;0;0;0,0469;1;0;0,0161;0;11651;37;0;37;8400;3251;7871;135;394;0;0;0;0;0;7871;7871;0;0
BA;BROTAS DE MACAÚBAS;Presidente;2;1;0,1277;0,8723;0;1;0,7713;0,2287;0,9441;1;1;0;0;0;0,0437;1;0;0,0122;0;9532;41;6;47;7352;2180;6941;90;321;0;0;0;0;0;6941;6941;0;0
BA;BRUMADO;Presidente;2;1;0,1183;0,8817;0;1;0,8566;0,1434;0,9468;1;1;0;0;0;0,0415;1;0;0,0117;0;51089;164;22;186;43764;7325;41434;512;1818;0;0;0;0;0;41434;41434;0;0
BA;BUERAREMA;Presidente;2;1;0,2857;0,7143;0;1;0,7369;0,2631;0,933;1;1;0;0;0;0,0553;1;0;0,0117;0;12906;45;18;63;9510;3396;8873;111;526;0;0;0;0;0;8873;8873;0;0
BA;BURITIRAMA;Presidente;2;1;0,0536;0,9464;0;1;0,7172;0,2828;0,9488;1;1;0;0;0;0,0437;1;0;0,0075;0;16311;53;3;56;11698;4613;11099;88;511;0;0;0;0;0;11099;11099;0;0
BA;CAATIBA;Presidente;2;1;0,3333;0,6667;0;1;0,7103;0,2897;0,9475;1;1;0;0;0;0,0426;1;0;0,0099;0;6538;22;11;33;4644;1894;4400;46;198;0;0;0;0;0;4400;4400;0;0
BA;CABACEIRAS DO PARAGUAÇU;Presidente;2;1;0,0638;0,9362;0;1;0,7997;0,2003;0,9488;1;1;0;0;0;0,0381;1;0;0,0131;0;13434;44;3;47;10743;2691;10193;141;409;0;0;0;0;0;10193;10193;0;0
BA;CACHOEIRA;Presidente;2;1;0,0238;0,9762;0;1;0,7745;0,2255;0,9469;1;1;0;0;0;0,04;1;0;0,0132;0;26357;82;2;84;20414;5943;19329;269;816;0;0;0;0;0;19329;19329;0;0
BA;CACULÉ;Presidente;2;1;0;1;0;1;0,8132;0,1868;0,942;1;1;0;0;0;0,0432;1;0;0,0148;0;17985;57;0;57;14626;3359;13777;217;632;0;0;0;0;0;13777;13777;0;0
BA;CAEM;Presidente;2;1;0,0667;0,9333;0;1;0,7913;0,2087;0,9517;1;1;0;0;0;0,041;1;0;0,0073;0;7987;28;2;30;6320;1667;6015;46;259;0;0;0;0;0;6015;6015;0;0
BA;CAETANOS;Presidente;2;1;0;1;0;1;0,7522;0,2478;0,9638;1;1;0;0;0;0,0286;1;0;0,0077;0;10600;29;0;29;7973;2627;7684;61;228;0;0;0;0;0;7684;7684;0;0
BA;CAETITÉ;Presidente;2;1;0,1013;0,8987;0;1;0,8375;0,1625;0,9506;1;1;0;0;0;0,0398;1;0;0,0096;0;42140;142;16;158;35292;6848;33548;340;1404;0;0;0;0;0;33548;33548;0;0
BA;CAFARNAUM;Presidente;2;1;0,0204;0,9796;0;1;0,7746;0,2254;0,9482;1;1;0;0;0;0,0363;1;0;0,0155;0;14865;48;1;49;11515;3350;10919;178;418;0;0;0;0;0;10919;10919;0;0
BA;CAIRU;Presidente;2;1;0;1;0;1;0,7877;0,2123;0,9413;1;1;0;0;0;0,045;1;0;0,0137;0;13941;42;0;42;10982;2959;10337;151;494;0;0;0;0;0;10337;10337;0;0
BA;CALDEIRÃO GRANDE;Presidente;2;1;0;1;0;1;0,7579;0,2421;0,947;1;1;0;0;0;0,0415;1;0;0,0115;0;10771;34;0;34;8163;2608;7730;94;339;0;0;0;0;0;7730;7730;0;0
BA;CAMACÃ;Presidente;2;1;0,1605;0,8395;0;1;0,734;0,266;0,9432;1;1;0;0;0;0,0456;1;0;0,0112;0;18658;68;13;81;13695;4963;12917;153;625;0;0;0;0;0;12917;12917;0;0
BA;CAMAMU;Presidente;2;1;0,0805;0,9195;0;1;0,6836;0,3164;0,9302;1;1;0;0;0;0,0541;1;0;0,0156;0;26759;80;7;87;18293;8466;17017;286;990;0;0;0;0;0;17017;17017;0;0
BA;CAMAÇARI;Presidente;2;1;0,0077;0,9923;0;1;0,8414;0,1586;0,9313;1;1;0;0;0;0,0522;1;0;0,0165;0;191892;513;4;517;161454;30438;150367;2657;8430;0;0;0;0;0;150367;150367;0;0
BA;CAMPO ALEGRE DE LOURDES;Presidente;2;1;0,0122;0,9878;0;1;0,7187;0,2813;0,9646;1;1;0;0;0;0,027;1;0;0,0083;0;25181;81;1;82;18097;7084;17457;151;489;0;0;0;0;0;17457;17457;0;0
BA;CAMPO FORMOSO;Presidente;2;1;0,065;0,935;0;1;0,7895;0,2105;0,9462;1;1;0;0;0;0,0396;1;0;0,0142;0;57308;187;13;200;45246;12062;42812;644;1790;0;0;0;0;0;42812;42812;0;0
BA;CANARANA;Presidente;2;1;0,0308;0,9692;0;1;0,8024;0,1976;0,9552;1;1;0;0;0;0,0346;1;0;0,0102;0;20164;63;2;65;16180;3984;15455;165;560;0;0;0;0;0;15455;15455;0;0
BA;CANAVIEIRAS;Presidente;2;1;0,0652;0,9348;0;1;0,7339;0,2661;0,9395;1;1;0;0;0;0,0483;1;0;0,0121;0;24857;86;6;92;18242;6615;17139;221;882;0;0;0;0;0;17139;17139;0;0
BA;CANDEAL;Presidente;2;1;0,1071;0,8929;0;1;0,8095;0,1905;0,951;1;1;0;0;0;0,0404;1;0;0,0087;0;7710;25;3;28;6241;1469;5935;54;252;0;0;0;0;0;5935;5935;0;0
BA;CANDEIAS;Presidente;2;1;0,0513;0,9487;0;1;0,8114;0,1886;0,9407;1;1;0;0;0;0,0433;1;0;0,016;0;66163;185;10;195;53685;12478;50504;859;2322;0;0;0;0;0;50504;50504;0;0
BA;CANDIBA;Presidente;2;1;0,0541;0,9459;0;1;0,8333;0,1667;0,9498;1;1;0;0;0;0,0371;1;0;0,0132;0;10939;35;2;37;9115;1824;8657;120;338;0;0;0;0;0;8657;8657;0;0
BA;CANSANÇÃO;Presidente;2;1;0,0762;0,9238;0;1;0,7715;0,2285;0,9589;1;1;0;0;0;0,0311;1;0;0,01;0;30047;97;8;105;23180;6867;22227;232;721;0;0;0;0;0;22227;22227;0;0
