sg_uf;nm_municipio;ds_cargo;nr_turno;cd_cargo;pc_secoes_agregadas;pc_secoes_principais;pc_secoes_nao_instalada;pc_secoes_instalada;pc_comparecimento;pc_abstencoes;pc_votos_concorrentes;pc_votos_validos;pc_votos_nominais;pc_votos_legenda;pc_votos_anulados;pc_votos_anulado_subjud;pc_total_votos_nulos;pc_votos_nulos;pc_votos_nulo_tecnico;pc_votos_brancos;pc_vt_anulados_apu_sep;qt_aptos;qt_secoes_principais;qt_secoes_agregadas;qt_total_secoes;qt_comparecimento;qt_abstencoes;qt_votos_nom_validos;qt_votos_brancos;qt_votos_nulos;qt_total_vt_leg_validos;qt_vt_anulados_apu_sep;qt_total_votos_anulados;qt_votos_nulo_tecnico;qt_total_vt_anul_subjud;qt_votos_validos;qt_votos_concorrentes;qt_secao_nao_instalada;qt_elei_secao_nao_instal
SP;CUNHA;Presidente;2;1;0;1;0;1;0,8315;0,1685;0,9448;1;1;0;0;0;0,0354;1;0;0,0197;0;17421;57;0;57;14486;2935;13687;286;513;0;0;0;0;0;13687;13687;0;0
SP;CÁSSIA DOS COQUEIROS;Presidente;2;1;0;1;0;1;0,7526;0,2474;0,9457;1;1;0;0;0;0,042;1;0;0,0123;0;2813;10;0;10;2117;696;2002;26;89;0;0;0;0;0;2002;2002;0;0
SP;CÂNDIDO MOTA;Presidente;2;1;0;1;0;1;0,7685;0,2315;0,9493;1;1;0;0;0;0,0325;1;0;0,0182;0;24684;75;0;75;18969;5715;18007;346;616;0;0;0;0;0;18007;18007;0;0
SP;CÂNDIDO RODRIGUES;Presidente;2;1;0;1;0;1;0,7925;0,2075;0,9456;1;1;0;0;0;0,0343;1;0;0,0201;0;2573;8;0;8;2039;534;1928;41;70;0;0;0;0;0;1928;1928;0;0
SP;DESCALVADO;Presidente;2;1;0,0139;0,9861;0;1;0,7805;0,2195;0,9249;1;1;0;0;0;0,05;1;0;0,0252;0;25208;71;1;72;19675;5533;18197;495;983;0;0;0;0;0;18197;18197;0;0
SP;DIADEMA;Presidente;2;1;0,0032;0,9968;0;1;0,8054;0,1946;0,9413;1;1;0;0;0;0,0407;1;0;0,0181;0;339301;927;3;930;273282;66019;257228;4935;11119;0;0;0;0;0;257228;257228;0;0
SP;DIRCE REIS;Presidente;2;1;0;1;0;1;0,7866;0,2134;0,9633;1;1;0;0;0;0,0164;1;0;0,0203;0;1626;6;0;6;1279;347;1232;26;21;0;0;0;0;0;1232;1232;0;0
SP;DIVINOLÂNDIA;Presidente;2;1;0;1;0;1;0,8258;0,1742;0,9316;1;1;0;0;0;0,0496;1;0;0,0188;0;9525;35;0;35;7866;1659;7328;148;390;0;0;0;0;0;7328;7328;0;0
SP;DOBRADA;Presidente;2;1;0;1;0;1;0,8037;0,1963;0,9473;1;1;0;0;0;0,0345;1;0;0,0183;0;6536;19;0;19;5253;1283;4976;96;181;0;0;0;0;0;4976;4976;0;0
SP;DOIS CÓRREGOS;Presidente;2;1;0,0145;0,9855;0;1;0,7347;0,2653;0,945;1;1;0;0;0;0,0345;1;0;0,0205;0;19955;68;1;69;14660;5295;13853;301;506;0;0;0;0;0;13853;13853;0;0
SP;DOLCINÓPOLIS;Presidente;2;1;0,125;0,875;0;1;0,8016;0,1984;0,9605;1;1;0;0;0;0,0292;1;0;0,0103;0;2182;7;1;8;1749;433;1680;18;51;0;0;0;0;0;1680;1680;0;0
SP;DOURADO;Presidente;2;1;0;1;0;1;0,7687;0,2313;0,9253;1;1;0;0;0;0,0516;1;0;0,0231;0;7314;22;0;22;5622;1692;5202;130;290;0;0;0;0;0;5202;5202;0;0
SP;DRACENA;Presidente;2;1;0;1;0;1;0,7666;0,2334;0,9588;1;1;0;0;0;0,0255;1;0;0,0158;0;35299;97;0;97;27059;8240;25943;427;689;0;0;0;0;0;25943;25943;0;0
SP;DUARTINA;Presidente;2;1;0;1;0;1;0,7657;0,2343;0,949;1;1;0;0;0;0,0327;1;0;0,0183;0;10506;28;0;28;8044;2462;7634;147;263;0;0;0;0;0;7634;7634;0;0
SP;DUMONT;Presidente;2;1;0,0435;0,9565;0;1;0,8169;0,1831;0,9508;1;1;0;0;0;0,0312;1;0;0,018;0;7142;22;1;23;5834;1308;5547;105;182;0;0;0;0;0;5547;5547;0;0
SP;ECHAPORÃ;Presidente;2;1;0;1;0;1;0,7691;0,2309;0,9582;1;1;0;0;0;0,03;1;0;0,0118;0;5288;17;0;17;4067;1221;3897;48;122;0;0;0;0;0;3897;3897;0;0
SP;ELDORADO;Presidente;2;1;0,0208;0,9792;0;1;0,7155;0,2845;0,953;1;1;0;0;0;0,0308;1;0;0,0161;0;11783;47;1;48;8431;3352;8035;136;260;0;0;0;0;0;8035;8035;0;0
SP;ELIAS FAUSTO;Presidente;2;1;0;1;0;1;0,7995;0,2005;0,9429;1;1;0;0;0;0,0422;1;0;0,0149;0;14085;42;0;42;11261;2824;10618;168;475;0;0;0;0;0;10618;10618;0;0
SP;ELISIÁRIO;Presidente;2;1;0;1;0;1;0,8188;0,1812;0,9574;1;1;0;0;0;0,0264;1;0;0,0161;0;2726;8;0;8;2232;494;2137;36;59;0;0;0;0;0;2137;2137;0;0
SP;EMBAÚBA;Presidente;2;1;0;1;0;1;0,8118;0,1882;0,9601;1;1;0;0;0;0,0296;1;0;0,0104;0;2375;8;0;8;1928;447;1851;20;57;0;0;0;0;0;1851;1851;0;0
SP;EMBU DAS ARTES;Presidente;2;1;0,0016;0,9984;0;1;0,8217;0,1783;0,9407;1;1;0;0;0;0,0398;1;0;0,0195;0;199632;623;1;624;164029;35603;154307;3196;6526;0;0;0;0;0;154307;154307;0;0
SP;EMBU-GUAÇU;Presidente;2;1;0;1;0;1;0,7516;0,2484;0,9324;1;1;0;0;0;0,0438;1;0;0,0238;0;56349;146;0;146;42351;13998;39489;1009;1853;0;0;0;0;0;39489;39489;0;0
SP;EMILIANÓPOLIS;Presidente;2;1;0;1;0;1;0,8154;0,1846;0,9685;1;1;0;0;0;0,0189;1;0;0,0126;0;2725;8;0;8;2222;503;2152;28;42;0;0;0;0;0;2152;2152;0;0
SP;ENGENHEIRO COELHO;Presidente;2;1;0;1;0;1;0,7837;0,2163;0,9549;1;1;0;0;0;0,0311;1;0;0,014;0;14925;49;0;49;11696;3229;11168;164;364;0;0;0;0;0;11168;11168;0;0
SP;ESPÍRITO SANTO DO PINHAL;Presidente;2;1;0;1;0;1;0,7511;0,2489;0,9367;1;1;0;0;0;0,0425;1;0;0,0208;0;33761;111;0;111;25357;8404;23752;528;1077;0;0;0;0;0;23752;23752;0;0
SP;ESPÍRITO SANTO DO TURVO;Presidente;2;1;0;1;0;1;0,7564;0,2436;0,9521;1;1;0;0;0;0,0315;1;0;0,0165;0;3530;10;0;10;2670;860;2542;44;84;0;0;0;0;0;2542;2542;0;0
SP;ESTIVA GERBI;Presidente;2;1;0;1;0;1;0,8078;0,1922;0,9448;1;1;0;0;0;0,0413;1;0;0,0139;0;9437;27;0;27;7623;1814;7202;106;315;0;0;0;0;0;7202;7202;0;0
SP;ESTRELA D'OESTE;Presidente;2;1;0;1;0;1;0,7731;0,2269;0,9518;1;1;0;0;0;0,0312;1;0;0,017;0;7307;23;0;23;5649;1658;5377;96;176;0;0;0;0;0;5377;5377;0;0
SP;ESTRELA DO NORTE;Presidente;2;1;0;1;0;1;0,7819;0,2181;0,9606;1;1;0;0;0;0,0259;1;0;0,0135;0;2563;8;0;8;2004;559;1925;27;52;0;0;0;0;0;1925;1925;0;0
SP;EUCLIDES DA CUNHA PAULISTA;Presidente;2;1;0;1;0;1;0,6927;0,3073;0,959;1;1;0;0;0;0,0278;1;0;0,0132;0;7114;21;0;21;4928;2186;4726;65;137;0;0;0;0;0;4726;4726;0;0
SP;FARTURA;Presidente;2;1;0;1;0;1;0,7673;0,2327;0,9469;1;1;0;0;0;0,0338;1;0;0,0194;0;13242;39;0;39;10161;3081;9621;197;343;0;0;0;0;0;9621;9621;0;0
SP;FERNANDO PRESTES;Presidente;2;1;0;1;0;1;0,7765;0,2235;0,9459;1;1;0;0;0;0,0309;1;0;0,0233;0;5091;16;0;16;3953;1138;3739;92;122;0;0;0;0;0;3739;3739;0;0
SP;FERNANDÓPOLIS;Presidente;2;1;0;1;0;1;0,7558;0,2442;0,9562;1;1;0;0;0;0,0279;1;0;0,0159;0;54240;153;0;153;40992;13248;39197;652;1143;0;0;0;0;0;39197;39197;0;0
SP;FERNÃO;Presidente;2;1;0;1;0;1;0,7787;0,2213;0,9538;1;1;0;0;0;0,0291;1;0;0,017;0;1586;6;0;6;1235;351;1178;21;36;0;0;0;0;0;1178;1178;0;0
SP;FERRAZ DE VASCONCELOS;Presidente;2;1;0;1;0;1;0,797;0,203;0,9349;1;1;0;0;0;0,0436;1;0;0,0215;0;133757;430;0;430;106611;27146;99669;2289;4653;0;0;0;0;0;99669;99669;0;0
SP;FLORA RICA;Presidente;2;1;0;1;0;1;0,7332;0,2668;0,975;1;1;0;0;0;0,0181;1;0;0,0069;0;1582;6;0;6;1160;422;1131;8;21;0;0;0;0;0;1131;1131;0;0
SP;FLOREAL;Presidente;2;1;0;1;0;1;0,8086;0,1914;0,9549;1;1;0;0;0;0,033;1;0;0,0121;0;2659;8;0;8;2150;509;2053;26;71;0;0;0;0;0;2053;2053;0;0
SP;FLORÍNEA;Presidente;2;1;0;1;0;1;0,777;0,223;0,9605;1;1;0;0;0;0,0248;1;0;0,0148;0;2704;8;0;8;2101;603;2018;31;52;0;0;0;0;0;2018;2018;0;0
SP;FLÓRIDA PAULISTA;Presidente;2;1;0;1;0;1;0,7755;0,2245;0,957;1;1;0;0;0;0,0286;1;0;0,0144;0;8066;24;0;24;6255;1811;5986;90;179;0;0;0;0;0;5986;5986;0;0
SP;FRANCA;Presidente;2;1;0,0028;0,9972;0;1;0,799;0,201;0,9471;1;1;0;0;0;0,0345;1;0;0,0184;0;247647;722;2;724;197876;49771;187399;3648;6829;0;0;0;0;0;187399;187399;0;0
SP;FRANCISCO MORATO;Presidente;2;1;0;1;0;1;0,7808;0,2192;0,9405;1;1;0;0;0;0,0391;1;0;0,0204;0;131236;344;0;344;102463;28773;96364;2088;4011;0;0;0;0;0;96364;96364;0;0
SP;FRANCO DA ROCHA;Presidente;2;1;0,0103;0,9897;0;1;0,7894;0,2106;0,9335;1;1;0;0;0;0,0461;1;0;0,0203;0;105104;289;3;292;82973;22131;77459;1688;3826;0;0;0;0;0;77459;77459;0;0
SP;GABRIEL MONTEIRO;Presidente;2;1;0;1;0;1;0,8339;0,1661;0,953;1;1;0;0;0;0,0357;1;0;0,0113;0;2552;8;0;8;2128;424;2028;24;76;0;0;0;0;0;2028;2028;0;0
SP;GARÇA;Presidente;2;1;0;1;0;1;0,755;0,245;0,935;1;1;0;0;0;0,0413;1;0;0,0238;0;35490;121;0;121;26796;8694;25053;637;1106;0;0;0;0;0;25053;25053;0;0
SP;GASTÃO VIDIGAL;Presidente;2;1;0;1;0;1;0,8142;0,1858;0,9653;1;1;0;0;0;0,0232;1;0;0,0116;0;2863;10;0;10;2331;532;2250;27;54;0;0;0;0;0;2250;2250;0;0
SP;GAVIÃO PEIXOTO;Presidente;2;1;0;1;0;1;0,7859;0,2141;0,9429;1;1;0;0;0;0,0284;1;0;0,0287;0;4125;14;0;14;3242;883;3057;93;92;0;0;0;0;0;3057;3057;0;0
SP;GENERAL SALGADO;Presidente;2;1;0;1;0;1;0,782;0,218;0,963;1;1;0;0;0;0,0228;1;0;0,0142;0;8372;26;0;26;6547;1825;6305;93;149;0;0;0;0;0;6305;6305;0;0
SP;GETULINA;Presidente;2;1;0;1;0;1;0,7005;0,2995;0,9553;1;1;0;0;0;0,0318;1;0;0,0129;0;8073;26;0;26;5655;2418;5402;73;180;0;0;0;0;0;5402;5402;0;0
SP;GLICÉRIO;Presidente;2;1;0,0625;0,9375;0;1;0,7831;0,2169;0,9551;1;1;0;0;0;0,0257;1;0;0,0191;0;3869;15;1;16;3030;839;2894;58;78;0;0;0;0;0;2894;2894;0;0
SP;GUAIMBÊ;Presidente;2;1;0;1;0;1;0,7584;0,2416;0,9383;1;1;0;0;0;0,0413;1;0;0,0204;0;4723;14;0;14;3582;1141;3361;73;148;0;0;0;0;0;3361;3361;0;0
SP;GUAIÇARA;Presidente;2;1;0;1;0;1;0,7475;0,2525;0,9484;1;1;0;0;0;0,0326;1;0;0,0189;0;8688;29;0;29;6494;2194;6159;123;212;0;0;0;0;0;6159;6159;0;0
SP;GUAPIARA;Presidente;2;1;0,0192;0,9808;0;1;0,7399;0,2601;0,9488;1;1;0;0;0;0,0322;1;0;0,0189;0;15058;51;1;52;11142;3916;10572;211;359;0;0;0;0;0;10572;10572;0;0
SP;GUAPIAÇU;Presidente;2;1;0;1;0;1;0,7993;0,2007;0,9497;1;1;0;0;0;0,0313;1;0;0,019;0;15549;44;0;44;12428;3121;11803;236;389;0;0;0;0;0;11803;11803;0;0
SP;GUARACI;Presidente;2;1;0;1;0;1;0,7578;0,2422;0,9562;1;1;0;0;0;0,0312;1;0;0,0127;0;8551;27;0;27;6480;2071;6196;82;202;0;0;0;0;0;6196;6196;0;0
SP;GUARANI D'OESTE;Presidente;2;1;0;1;0;1;0,8308;0,1692;0,9756;1;1;0;0;0;0,017;1;0;0,0074;0;1631;5;0;5;1355;276;1322;10;23;0;0;0;0;0;1322;1322;0;0
SP;GUARANTÃ;Presidente;2;1;0;1;0;1;0,7628;0,2372;0,9526;1;1;0;0;0;0,0296;1;0;0,0177;0;5177;16;0;16;3949;1228;3762;70;117;0;0;0;0;0;3762;3762;0;0
SP;GUARARAPES;Presidente;2;1;0;1;0;1;0,8136;0,1864;0,9518;1;1;0;0;0;0,031;1;0;0,0171;0;23378;78;0;78;19020;4358;18104;326;590;0;0;0;0;0;18104;18104;0;0
SP;GUARAREMA;Presidente;2;1;0,0395;0,9605;0;1;0,7905;0,2095;0,9465;1;1;0;0;0;0,0355;1;0;0,0181;0;25645;73;3;76;20272;5373;19187;366;719;0;0;0;0;0;19187;19187;0;0
SP;GUARATINGUETÁ;Presidente;2;1;0,0033;0,9967;0;1;0,7956;0,2044;0,9526;1;1;0;0;0;0,0292;1;0;0,0183;0;95467;298;1;299;75953;19514;72350;1387;2216;0;0;0;0;0;72350;72350;0;0
SP;GUARAÇAÍ;Presidente;2;1;0;1;0;1;0,7684;0,2316;0,9532;1;1;0;0;0;0,0317;1;0;0,0151;0;6646;21;0;21;5107;1539;4868;77;162;0;0;0;0;0;4868;4868;0;0
SP;GUAREÍ;Presidente;2;1;0;1;0;1;0,802;0,198;0,9088;1;1;0;0;0;0,0544;1;0;0,0368;0;9533;28;0;28;7645;1888;6948;281;416;0;0;0;0;0;6948;6948;0;0
SP;GUARIBA;Presidente;2;1;0,0303;0,9697;0;1;0,782;0,218;0,9504;1;1;0;0;0;0,0299;1;0;0,0197;0;29548;96;3;99;23106;6442;21961;455;690;0;0;0;0;0;21961;21961;0;0
SP;GUARUJÁ;Presidente;2;1;0,0044;0,9956;0;1;0,7916;0,2084;0,9423;1;1;0;0;0;0,0382;1;0;0,0195;0;236009;678;3;681;186814;49195;176041;3638;7135;0;0;0;0;0;176041;176041;0;0
SP;GUARULHOS;Presidente;2;1;0,0082;0,9918;0;1;0,8415;0,1585;0,9328;1;1;0;0;0;0,0487;1;0;0,0185;0;928597;2773;23;2796;781452;147145;728923;14481;38048;0;0;0;0;0;728923;728923;0;0
SP;GUARÁ;Presidente;2;1;0;1;0;1;0,8202;0,1798;0,9553;1;1;0;0;0;0,0302;1;0;0,0144;0;14112;47;0;47;11575;2537;11058;167;350;0;0;0;0;0;11058;11058;0;0
SP;GUATAPARÁ;Presidente;2;1;0;1;0;1;0,7715;0,2285;0,9514;1;1;0;0;0;0,0319;1;0;0,0167;0;5900;18;0;18;4552;1348;4331;76;145;0;0;0;0;0;4331;4331;0;0
SP;GUAÍRA;Presidente;2;1;0;1;0;1;0,7097;0,2903;0,9489;1;1;0;0;0;0,0318;1;0;0,0192;0;30903;83;0;83;21931;8972;20811;422;698;0;0;0;0;0;20811;20811;0;0
SP;GUZOLÂNDIA;Presidente;2;1;0;1;0;1;0,7962;0,2038;0,9487;1;1;0;0;0;0,0312;1;0;0,0202;0;3547;12;0;12;2824;723;2679;57;88;0;0;0;0;0;2679;2679;0;0
SP;GÁLIA;Presidente;2;1;0;1;0;1;0,7474;0,2526;0,9502;1;1;0;0;0;0,0323;1;0;0,0175;0;5261;19;0;19;3932;1329;3736;69;127;0;0;0;0;0;3736;3736;0;0
SP;HERCULÂNDIA;Presidente;2;1;0;1;0;1;0,7736;0,2264;0,9529;1;1;0;0;0;0,0367;1;0;0,0104;0;7222;20;0;20;5587;1635;5324;58;205;0;0;0;0;0;5324;5324;0;0
SP;HOLAMBRA;Presidente;2;1;0;1;0;1;0,8294;0,1706;0,9477;1;1;0;0;0;0,0337;1;0;0,0186;0;12272;35;0;35;10178;2094;9646;189;343;0;0;0;0;0;9646;9646;0;0
SP;HORTOLÂNDIA;Presidente;2;1;0;1;0;1;0,8102;0,1898;0,9481;1;1;0;0;0;0,0349;1;0;0,017;0;165592;451;0;451;134163;31429;127205;2279;4679;0;0;0;0;0;127205;127205;0;0
SP;IACANGA;Presidente;2;1;0;1;0;1;0,7906;0,2094;0,961;1;1;0;0;0;0,0247;1;0;0,0143;0;8592;31;0;31;6793;1799;6528;97;168;0;0;0;0;0;6528;6528;0;0
SP;IACRI;Presidente;2;1;0;1;0;1;0,7704;0,2296;0,957;1;1;0;0;0;0,0273;1;0;0,0157;0;5130;16;0;16;3952;1178;3782;62;108;0;0;0;0;0;3782;3782;0;0
SP;IARAS;Presidente;2;1;0;1;0;1;0,6796;0,3204;0,9572;1;1;0;0;0;0,0257;1;0;0,0171;0;4573;18;0;18;3108;1465;2975;53;80;0;0;0;0;0;2975;2975;0;0
SP;IBATÉ;Presidente;2;1;0,0101;0,9899;0;1;0,775;0,225;0,9354;1;1;0;0;0;0,0424;1;0;0,0221;0;26294;98;1;99;20377;5917;19061;451;865;0;0;0;0;0;19061;19061;0;0
SP;IBIRAREMA;Presidente;2;1;0;1;0;1;0,7942;0,2058;0,9414;1;1;0;0;0;0,0329;1;0;0,0257;0;5242;14;0;14;4163;1079;3919;107;137;0;0;0;0;0;3919;3919;0;0
SP;IBIRÁ;Presidente;2;1;0;1;0;1;0,7919;0,2081;0,9555;1;1;0;0;0;0,0291;1;0;0,0154;0;9337;31;0;31;7394;1943;7065;114;215;0;0;0;0;0;7065;7065;0;0
SP;IBITINGA;Presidente;2;1;0;1;0;1;0,7761;0,2239;0,9473;1;1;0;0;0;0,0337;1;0;0,019;0;44187;144;0;144;34295;9892;32487;652;1156;0;0;0;0;0;32487;32487;0;0
SP;IBIÚNA;Presidente;2;1;0,0054;0,9946;0;1;0,7674;0,2326;0,9312;1;1;0;0;0;0,0453;1;0;0,0235;0;63365;184;1;185;48628;14737;45280;1143;2205;0;0;0;0;0;45280;45280;0;0
SP;ICÉM;Presidente;2;1;0;1;0;1;0,7735;0,2265;0,961;1;1;0;0;0;0,0278;1;0;0,0112;0;6328;22;0;22;4895;1433;4704;55;136;0;0;0;0;0;4704;4704;0;0
SP;IEPÊ;Presidente;2;1;0;1;0;1;0,7962;0,2038;0,9641;1;1;0;0;0;0,0248;1;0;0,0111;0;6338;18;0;18;5046;1292;4865;56;125;0;0;0;0;0;4865;4865;0;0
SP;IGARAPAVA;Presidente;2;1;0;1;0;1;0,725;0,275;0,9576;1;1;0;0;0;0,0256;1;0;0,0168;0;21421;62;0;62;15530;5891;14872;261;397;0;0;0;0;0;14872;14872;0;0
SP;IGARATÁ;Presidente;2;1;0;1;0;1;0,7759;0,2241;0,9425;1;1;0;0;0;0,0397;1;0;0,0179;0;9096;27;0;27;7058;2038;6652;126;280;0;0;0;0;0;6652;6652;0;0
SP;IGARAÇU DO TIETÊ;Presidente;2;1;0,0167;0,9833;0;1;0,7859;0,2141;0,9166;1;1;0;0;0;0,0546;1;0;0,0288;0;18742;59;1;60;14729;4013;13501;424;804;0;0;0;0;0;13501;13501;0;0
SP;IGUAPE;Presidente;2;1;0,0533;0,9467;0;1;0,7122;0,2878;0,9504;1;1;0;0;0;0,0328;1;0;0,0168;0;23676;71;4;75;16862;6814;16025;284;553;0;0;0;0;0;16025;16025;0;0
SP;ILHA COMPRIDA;Presidente;2;1;0;1;0;1;0,6818;0,3182;0,952;1;1;0;0;0;0,0349;1;0;0,0132;0;12791;34;0;34;8721;4070;8302;115;304;0;0;0;0;0;8302;8302;0;0
SP;ILHA SOLTEIRA;Presidente;2;1;0,3646;0,6354;0;1;0,7186;0,2814;0,9431;1;1;0;0;0;0,0416;1;0;0,0153;0;21612;61;35;96;15530;6082;14647;237;646;0;0;0;0;0;14647;14647;0;0
SP;ILHABELA;Presidente;2;1;0,0337;0,9663;0;1;0,7739;0,2261;0,9535;1;1;0;0;0;0,0289;1;0;0,0176;0;29367;86;3;89;22728;6639;21672;400;656;0;0;0;0;0;21672;21672;0;0
SP;INDAIATUBA;Presidente;2;1;0;1;0;1;0,806;0,194;0,94;1;1;0;0;0;0,0404;1;0;0,0196;0;189115;554;0;554;152432;36683;143282;2991;6159;0;0;0;0;0;143282;143282;0;0
SP;INDIANA;Presidente;2;1;0;1;0;1;0,8527;0,1473;0,9577;1;1;0;0;0;0,0259;1;0;0,0164;0;3937;14;0;14;3357;580;3215;55;87;0;0;0;0;0;3215;3215;0;0
SP;INDIAPORÃ;Presidente;2;1;0;1;0;1;0,8342;0,1658;0,9651;1;1;0;0;0;0,0229;1;0;0,012;0;2985;10;0;10;2490;495;2403;30;57;0;0;0;0;0;2403;2403;0;0
SP;INÚBIA PAULISTA;Presidente;2;1;0;1;0;1;0,8389;0,1611;0,9524;1;1;0;0;0;0,0319;1;0;0,0157;0;3030;10;0;10;2542;488;2421;40;81;0;0;0;0;0;2421;2421;0;0
SP;IPAUSSU;Presidente;2;1;0;1;0;1;0,7793;0,2207;0,9428;1;1;0;0;0;0,0352;1;0;0,022;0;10748;28;0;28;8376;2372;7897;184;295;0;0;0;0;0;7897;7897;0;0
SP;IPERÓ;Presidente;2;1;0;1;0;1;0,776;0,224;0,9311;1;1;0;0;0;0,0448;1;0;0,0241;0;21406;56;0;56;16611;4795;15466;400;745;0;0;0;0;0;15466;15466;0;0
SP;IPEÚNA;Presidente;2;1;0;1;0;1;0,7859;0,2141;0,954;1;1;0;0;0;0,0304;1;0;0,0156;0;5646;21;0;21;4437;1209;4233;69;135;0;0;0;0;0;4233;4233;0;0
SP;IPIGUÁ;Presidente;2;1;0;1;0;1;0,7867;0,2133;0,9643;1;1;0;0;0;0,0235;1;0;0,0122;0;4378;14;0;14;3444;934;3321;42;81;0;0;0;0;0;3321;3321;0;0
SP;IPORANGA;Presidente;2;1;0,0769;0,9231;0;1;0,7206;0,2794;0,9492;1;1;0;0;0;0,0335;1;0;0,0173;0;3440;12;1;13;2479;961;2353;43;83;0;0;0;0;0;2353;2353;0;0
SP;IPUÃ;Presidente;2;1;0;1;0;1;0,8057;0,1943;0,9598;1;1;0;0;0;0,0247;1;0;0,0154;0;11489;32;0;32;9257;2232;8885;143;229;0;0;0;0;0;8885;8885;0;0
SP;IRACEMÁPOLIS;Presidente;2;1;0;1;0;1;0,8267;0,1733;0,9546;1;1;0;0;0;0,0314;1;0;0,0139;0;18049;59;0;59;14921;3128;14244;208;469;0;0;0;0;0;14244;14244;0;0
SP;IRAPURU;Presidente;2;1;0;1;0;1;0,7528;0,2472;0,9453;1;1;0;0;0;0,0314;1;0;0,0232;0;5028;17;0;17;3785;1243;3578;88;119;0;0;0;0;0;3578;3578;0;0
SP;IRAPUÃ;Presidente;2;1;0,1053;0,8947;0;1;0,7689;0,2311;0,9584;1;1;0;0;0;0,0256;1;0;0,016;0;5690;17;2;19;4375;1315;4193;70;112;0;0;0;0;0;4193;4193;0;0
SP;ITABERÁ;Presidente;2;1;0;1;0;1;0,7911;0,2089;0,9518;1;1;0;0;0;0,0268;1;0;0,0214;0;14313;45;0;45;11323;2990;10777;242;304;0;0;0;0;0;10777;10777;0;0
SP;ITAJOBI;Presidente;2;1;0;1;0;1;0,7975;0,2025;0,9515;1;1;0;0;0;0,034;1;0;0,0144;0;12706;39;0;39;10133;2573;9642;146;345;0;0;0;0;0;9642;9642;0;0
SP;ITAJU;Presidente;2;1;0;1;0;1;0,7549;0,2451;0,9562;1;1;0;0;0;0,0284;1;0;0,0154;0;3174;9;0;9;2396;778;2291;37;68;0;0;0;0;0;2291;2291;0;0
SP;ITANHAÉM;Presidente;2;1;0;1;0;1;0,7194;0,2806;0,9455;1;1;0;0;0;0,037;1;0;0,0175;0;84756;234;0;234;60974;23782;57648;1067;2259;0;0;0;0;0;57648;57648;0;0
SP;ITAOCA;Presidente;2;1;0;1;0;1;0,7225;0,2775;0,9414;1;1;0;0;0;0,0394;1;0;0,0192;0;3092;12;0;12;2234;858;2103;43;88;0;0;0;0;0;2103;2103;0;0
SP;ITAPECERICA DA SERRA;Presidente;2;1;0;1;0;1;0,7928;0,2072;0,9415;1;1;0;0;0;0,0372;1;0;0,0212;0;123801;340;0;340;98152;25649;92414;2082;3656;0;0;0;0;0;92414;92414;0;0
SP;ITAPETININGA;Presidente;2;1;0,0108;0,9892;0;1;0,7838;0,2162;0,9378;1;1;0;0;0;0,0384;1;0;0,0239;0;117917;368;4;372;92420;25497;86668;2207;3545;0;0;0;0;0;86668;86668;0;0
SP;ITAPEVA;Presidente;2;1;0,0045;0,9955;0;1;0,7683;0,2317;0,9446;1;1;0;0;0;0,0312;1;0;0,0242;0;71963;223;1;224;55289;16674;52225;1339;1725;0;0;0;0;0;52225;52225;0;0
SP;ITAPEVI;Presidente;2;1;0,0064;0,9936;0;1;0,7923;0,2077;0,9404;1;1;0;0;0;0,0366;1;0;0,0231;0;164041;465;3;468;129963;34078;122212;3000;4751;0;0;0;0;0;122212;122212;0;0
SP;ITAPIRA;Presidente;2;1;0;1;0;1;0,7852;0,2148;0,926;1;1;0;0;0;0,0511;1;0;0,0228;0;57426;160;0;160;45092;12334;41757;1030;2305;0;0;0;0;0;41757;41757;0;0
SP;ITAPIRAPUÃ PAULISTA;Presidente;2;1;0;1;0;1;0,7956;0,2044;0,9445;1;1;0;0;0;0,0294;1;0;0,026;0;3332;10;0;10;2651;681;2504;69;78;0;0;0;0;0;2504;2504;0;0
SP;ITAPORANGA;Presidente;2;1;0;1;0;1;0,7574;0,2426;0,9485;1;1;0;0;0;0,03;1;0;0,0215;0;11618;36;0;36;8800;2818;8347;189;264;0;0;0;0;0;8347;8347;0;0
SP;ITAPURA;Presidente;2;1;0,0833;0,9167;0;1;0,6938;0,3062;0,9535;1;1;0;0;0;0,032;1;0;0,0145;0;3778;11;1;12;2621;1157;2499;38;84;0;0;0;0;0;2499;2499;0;0
SP;ITAPUÍ;Presidente;2;1;0;1;0;1;0,7761;0,2239;0,9428;1;1;0;0;0;0,0335;1;0;0,0237;0;10184;34;0;34;7904;2280;7452;187;265;0;0;0;0;0;7452;7452;0;0
SP;ITAQUAQUECETUBA;Presidente;2;1;0;1;0;1;0,7944;0,2056;0,9338;1;1;0;0;0;0,0429;1;0;0,0233;0;251442;700;0;700;199756;51686;186528;4654;8574;0;0;0;0;0;186528;186528;0;0
SP;ITARARÉ;Presidente;2;1;0;1;0;1;0,7365;0,2635;0,9447;1;1;0;0;0;0,0311;1;0;0,0242;0;36473;113;0;113;26862;9611;25376;650;836;0;0;0;0;0;25376;25376;0;0
SP;ITARIRI;Presidente;2;1;0;1;0;1;0,7134;0,2866;0,9496;1;1;0;0;0;0,0349;1;0;0,0155;0;9764;29;0;29;6966;2798;6615;108;243;0;0;0;0;0;6615;6615;0;0
